id,title,hashtags,view_count,duration,channel,channel_id,description,description_links,created_at,like_count,dislike_count,subscriber_count,hours ago posted,total_interactions,video_url
KRdwSjvHwkt1,Legal Update,"#tommy,#robinson,#court",6852,1:52,Tommy Robinson,tommyrobinson,No Description,[],"6 days, 3 hours ago",131,33,29437,147.0,7016,https://api.bitchute.com/video/KRdwSjvHwkt1
cSbEJuVcyG35,"Alcyon Pleyaden Extra 62: USA 4. Juli, Freiheit, Kindheit schützen, Korruptes Hollywood-Disney LGBT",No Hashtags,6812,2:42:18,Alcyon Pleyaden,alcyonpleyaden,"Wenn heute der 4. Juli begangen wird, dürfen die modernen Amerikaner nicht den Mut, die Entschlossenheit und die gottgefälligen Prinzipien vergessen, die notwendig waren, um die große Nation der Vereinigten Staaten von Amerika von Anfang an zu gründen. Tapfere Männer riskierten alles, um frei zu sein, für Rechte, die ihnen den Weg zu ihrem geliebten Glück weisen sollten.  
Aber jetzt werden immer mehr dieser gottgegebenen Rechte weggenommen, aufgehoben und durch die Tyrannei der Machthaber ersetzt, und der amerikanische Traum von Wohlstand und Freiheit, der auf harter Arbeit und den Werten der Familie als Rückgrat der Gesellschaft beruht, geht verloren; und man muss sich nur ansehen, was sie unschuldigen Kindern antun, durch Gesetze, die Pädophilie, Geschlechtsumwandlung, die LGBT-Agenda, schädliche Impfungen genehmigen, und was noch schlimmer ist, oft gefördert durch Hollywood- und Disney-Prominente, die sich an korrupte Eliten verkaufen.  
Es gibt jedoch auch berühmte Schauspieler, Aktivisten und Wissenschaftler, die ihrer Berufung, der Menschheit zu dienen, treu geblieben sind, die Wahrheit aufdecken, für unsere Rechte als Nation und als freie Menschen, die wir sind, kämpfen und Maßnahmen ergreifen, um diese kriminellen Operationen der psychopathischen und mörderischen Eliten zu stoppen, wie im Fall von Fauci, der das Land in den Ruin geführt hat, mit Millionen von Toten als Folge seiner mörderischen Impfungen.  
Wir müssen also aufwachen und diesen 4. Juli zu einem Tag des Feierns machen, aber auch zu einem Tag des erneuten Engagements, um jeden, den wir kennen, unsere Familie, unsere Freunde, darauf aufmerksam zu machen, dass es an der Zeit ist, sich der fortschreitenden Tyrannei zu widersetzen, zurückzuschlagen und die kostbaren Prinzipien zurückzufordern: unsere Freiheiten und Rechte, die sie uns wegnehmen wollen.  
Video erstellt von Alcyon Pleyaden

",[],"4 days, 5 hours ago",2,0,720,101.0,6814,https://api.bitchute.com/video/cSbEJuVcyG35
P7fGZo8RoiAJ,"EyesIsWatching #147 - Political Circus, Ethical Famine, AI Memory Prisons & Big Pharma’s Cancer","#biden,#trump,#haarp",6526,58:27,EyesIsWatchin,eyesiswatchin,"From synthetic brains to memory-implanting prisons, and our favorite - illegal government surveillance. The Biden vs. Trump cringe-fest, safety goggles for bird flu, and Canada's confession of mass surveillance during lockdowns. It’s all part of the disaster-inventing clown show, designed to distract and control.


Watch on Odysee: <https://odysee.com/@EyesIsWatchin:f/EyesIsWatching--147:1>


Watch on Rumble: <https://rumble.com/v54l5sn-eyesiswatching-147-political-circus-ethical-famine-ai-memory-prisons-and-bi.html>


Watch on Twitter: <https://x.com/EWatchin1/status/1807224121748504687>


Watch on 3Speak: [https://3speak.tv/watch?v=eyesiswatchin/jfovhuyi](https://3speak.tv/watch?v=eyesiswatchin%2Fjfovhuyi)


Donations are greatly appreciated!


""Eyes Wide Open"" Coffee Blend: <https://www.fireweedcoffee.com/product/eyesiswatchin/>


Send me mail!


PO Box 29113  
KELOWNA RPO OKN MISS. BC, VlW 4A7


PayChute: <https://www.paychute.com/c/2ffb416b-c9b0-4716-84ab-1177c45c521e>  
Paypal: [RealSteveEyes@gmail.com](mailto:RealSteveEyes@gmail.com)  
GoGetFunding: <https://gogetfunding.com/eyesiswatchin-podcast/>  
GiveSendGo: <https://givesendgo.com/G2HMB?utm_source=sharelink&utm_medium=copy_link&utm_campaign=G2HMB>  
Patreon: <https://www.patreon.com/EyesIsWatchin>  
SubscribeStar: <https://www.subscribestar.com/eyesiswatchin>  
E-Transfer E-mail: [steve-iz@hotmail.com](mailto:steve-iz@hotmail.com)


Donate Crypto!


Crypto wallets:


Bitcoin: bc1q2rnlef4g44qd5vxgsgvwmhltycuvp747sshr2v90lxkrrlyd42tqn89l0z


Ethereum: 0x9d1839b3642DA6894ed648b8aA66fd939Fb1436F


XRP:  
roV3VenzynmXXDZypxHdB56bEE8aXsfMP


SHIB:  
0x48Af3B0d50462F976e51dE3366F13289F1537D80


DOGE:  
DCVJxpULrExMqWKNX5CKDQUunkJcGcw3wL


Donate Monero: 86n3d5zoZ3qBR5GnvfuMCrJLGoJUtf7bYXBmV7fD9Poe1Rej6L5RYVJNNwhKibY7n8dqnmDVJ9SKj8iVArXZBJ3JVVqJftF


Donate lightcoin on freewallet: LNM26ijLJCdPQMQWPVPgTzTJeb4yzLYZFG

","['https://odysee.com/@EyesIsWatchin:f/EyesIsWatching--147:1', 'https://rumble.com/v54l5sn-eyesiswatching-147-political-circus-ethical-famine-ai-memory-prisons-and-bi.html', 'https://x.com/EWatchin1/status/1807224121748504687', 'https://3speak.tv/watch?v=eyesiswatchin%2Fjfovhuyi', 'https://www.fireweedcoffee.com/product/eyesiswatchin/', 'https://www.paychute.com/c/2ffb416b-c9b0-4716-84ab-1177c45c521e', 'mailto:RealSteveEyes@gmail.com', 'https://gogetfunding.com/eyesiswatchin-podcast/', 'https://givesendgo.com/G2HMB?utm_source=sharelink&utm_medium=copy_link&utm_campaign=G2HMB', 'https://www.patreon.com/EyesIsWatchin', 'https://www.subscribestar.com/eyesiswatchin', 'mailto:steve-iz@hotmail.com']","3 days, 17 hours ago",392,5,19292,89.0,6923,https://api.bitchute.com/video/P7fGZo8RoiAJ
H2AdMIXn0cZe,TUCKER CARLSON SHOCKED AT GUEST WHO EXPOSES MICHELLE OBAMA'S DIRTY SECRET,No Hashtags,6486,21:09,Not Fake News,notfakenews,"EARN $1OO IN BITCOIN EVERY HOUR - 1OO% FREE TO USE - SET UP IN 3O SECONDS  
CLICK HERE FREE SIGNUP <https://freebitco.in/?r=7544005>  
When you signup, make sure to use a password that has at least 1 of the following:  
1 Capital letter, 1 Number and 1 symbol like # or !


<https://accounts.coinbase.com/pick-your-account?origin=coinbase.com>  
BUY BITCOIN ON COINBASE

","['https://freebitco.in/?r=7544005', 'https://accounts.coinbase.com/pick-your-account?origin=coinbase.com']","6 days, 15 hours ago",61,45,29862,159.0,6592,https://api.bitchute.com/video/H2AdMIXn0cZe
cMq1pIzGeU05,The Darkest Cloud Has a Silver Lining,"#war,#israel,#nwo",38500,1:18:02,TheCrowhouse,thecrowhouse,"<https://thecrowhouse.com>  
BitChute <https://www.bitchute.com/channel/TheCrowhouse/>  
Odysee: <https://odysee.com/@thecrowhouse:2>  
Rumble: <https://rumble.com/c/c-4683704>  
VigilanteTV: <https://vigilante.tv/c/the_crowhouse/>  
FreedomTube <https://tube.freedom.buzz/channel/thecrowhouse>  
CloutHub: <https://clouthub.com/c/thecrowhouse>  
3Speak: <https://3speak.tv/user/maxigan>  
Bastyon: <https://bastyon.com/maxigan>  
Twitter: <https://twitter.com/thecrowhouse>  
Instagram: <https://www.instagram.com/max_igan/>  
TikTok: <https://www.tiktok.com/@thecrowhouse1>  
Mixcloud: <https://www.mixcloud.com/discover/the-crowhouse/>  
Telegram: <https://t.me/thecrowhouseoffical>  
Gab: <https://gab.com/MaxIgan>  
Gettr: <https://www.gettr.com/user/thecrowhouse>  
Minds: <https://www.minds.com/maxiganscrowhouse/>  
MeWe: <https://mewe.com/group/5aa84d353016dd184af55702>  
TheCrowhouse Banned YouTube Archive on AltCensored:  
<https://www.altcensored.com/channel/UCegOTmclzjfKuQh0SHflqww>


Audio Only: <https://audio.com/the-crowhouse>


The Crowhouse Community Forums:  
<https://thecrowhouse.community/>


Donations to the TheCrowhouse can be received via Stripe or direct contributions can be made via Wise bank.  
If you are able to assist please visit this page:  
<https://thecrowhouse.com/contribute.html>  
Any support is greatly appreciated


Crypto-currencies:


Bitcoin:  
bc1qj3vrxj4zyyuaq2f8r3vgur6nrejgewckfv7gpa  
Ethereum:  
0x924C0F9A9889f703a9220eCf322342B9d6BDb32D  
Monero: 87myJVoX3H4Pfd3hDp2wujHeB6K7VdFYF2zJJmoqGv8yE55mQDJdg3ySqnmwBXdZLrhJyydykgs2khmckmJNadaeHY3CrYQ  
Pirate Chain: zs1f7jvqcntcplpfnva2lw7spwzr0xa5x7wczneg0v2epl78quqnt9ggudrk02yyzp8t4zy7pmflat  
Litecoin:  
LcTY57kkuWaSF8YqC9EbLpxBj5kcQzMLhQ  
Dash:  
XfGA55jscnDdHyQKhKTAEHQMP6GhqC5AGm  
Bitcoin Cash:  
qrnrjs27537pwd5ss2g6ez8epyp2cjfu8vu4tlrn5g  
XRP:  
rBDovEDF53dPqHbNR3CEbmim3Aapo4tXq2


Fundraiser for my friend Nedal in Gaza  
<https://www.gofundme.com/f/4-generations-of-palestinian-family-live-in-shack>


ayaat saleh in Gaza Fundraiser   
<https://www.instagram.com/p/C6n_dStI7ZH/>


Opening clip:  
<https://www.bitchute.com/video/1a15xiGdmsdF/>   
Full speech:   
<https://rumble.com/v2vxbsi-transhumanism-agreeing-to-youre-own-extinction.html>


BRICS Gets Boost as Saudi Arabia Joins Group of Emerging Nations  
<https://www.bloomberg.com/news/articles/2024-01-31/brics-gets-boost-as-saudi-arabia-joins-group-of-emerging-nations>


Jewish Organised Crime in Australia JOC  
<https://www.bitchute.com/video/e8ub4kyqFycc/>


Jimmy Dore Bombshell Drops: Israel Was In On It! w/ Ben Swann  
<https://www.youtube.com/watch?v=Li164lMRR48&ab_channel=TheJimmyDoreShow>


Goyim Flyers  
<https://www.gtvflyers.com/>


Anarchapulco Virtual Replay  
<https://cdn.dollarvigilante.com/slpg-2024-anarchapulco-virtual?utm_source=jeff&utm_medium=video&utm_campaign=anarchapulco-virtual>


Max Igan en Español   
<https://www.bitchute.com/channel/maxiganenespanol/>  
<https://odysee.com/@MaxIganenEspa%C3%B1ol:5>


Biometric Update  
<https://www.biometricupdate.com/>


Guide to Forming Communities Spanish Edition  
<http://thecrowhouse.com/Documents/Guide%20to%20Forming%20Communities%20Spanish%20Edition.pdf>


Commonwealth of Australia States Assembly  
<https://commonwealthofaustraliastatesassembly.com/>


""The illusion of freedom will continue for as long as it's profitable to continue the illusion. At the point where the illusion becomes too expensive to maintain, they will take down the scenery, move the tables and chairs out of the way, then they will pull back the curtains and you will see the brick wall at the back of the theater."" - Frank Zappa


“The past was erased, the erasure was forgotten, the lie became the truth."" - George Orwell


“There is more stupidity than hydrogen in the universe, and it has a longer shelf life.” ― Frank Zappa


""A single person who stops lying can bring down a tyranny"" Alexandr Solzhenitsyn


TURN OFF YOUR TELEVISION!!!


THROW AWAY YOUR SMART PHONE!!!

","['https://thecrowhouse.com', 'https://www.bitchute.com/channel/TheCrowhouse/', 'https://odysee.com/@thecrowhouse:2', 'https://rumble.com/c/c-4683704', 'https://vigilante.tv/c/the_crowhouse/', 'https://tube.freedom.buzz/channel/thecrowhouse', 'https://clouthub.com/c/thecrowhouse', 'https://3speak.tv/user/maxigan', 'https://bastyon.com/maxigan', 'https://twitter.com/thecrowhouse', 'https://www.instagram.com/max_igan/', 'https://www.tiktok.com/@thecrowhouse1', 'https://www.mixcloud.com/discover/the-crowhouse/', 'https://t.me/thecrowhouseoffical', 'https://gab.com/MaxIgan', 'https://www.gettr.com/user/thecrowhouse', 'https://www.minds.com/maxiganscrowhouse/', 'https://mewe.com/group/5aa84d353016dd184af55702', 'https://www.altcensored.com/channel/UCegOTmclzjfKuQh0SHflqww', 'https://audio.com/the-crowhouse', 'https://thecrowhouse.community/', 'https://thecrowhouse.com/contribute.html', 'https://www.gofundme.com/f/4-generations-of-palestinian-family-live-in-shack', 'https://www.instagram.com/p/C6n_dStI7ZH/', 'https://www.bitchute.com/video/1a15xiGdmsdF/', 'https://rumble.com/v2vxbsi-transhumanism-agreeing-to-youre-own-extinction.html', 'https://www.bloomberg.com/news/articles/2024-01-31/brics-gets-boost-as-saudi-arabia-joins-group-of-emerging-nations', 'https://www.bitchute.com/video/e8ub4kyqFycc/', 'https://www.youtube.com/watch?v=Li164lMRR48&ab_channel=TheJimmyDoreShow', 'https://www.gtvflyers.com/', 'https://cdn.dollarvigilante.com/slpg-2024-anarchapulco-virtual?utm_source=jeff&utm_medium=video&utm_campaign=anarchapulco-virtual', 'https://www.bitchute.com/channel/maxiganenespanol/', 'https://odysee.com/@MaxIganenEspa%C3%B1ol:5', 'https://www.biometricupdate.com/', 'http://thecrowhouse.com/Documents/Guide%20to%20Forming%20Communities%20Spanish%20Edition.pdf', 'https://commonwealthofaustraliastatesassembly.com/']",2 weeks ago,1730,73,101425,336.0,40303,https://api.bitchute.com/video/cMq1pIzGeU05
1b7r0oi1scBG,The Covid Genocide Unravels - Dr Vernon Coleman,"#covid,#genocide,#vaccines",27600,27:59,Vernon Coleman,vernon-coleman,"What was covid-19 really for - the depopulation plan laid bare.   
Due to abuse and libellous comments from the 77th Brigade, etc., we can't allow comments. Please subscribe to my channel here on Bitchute for notifications of new videos and visit my webiste [www.vernoncoleman.com](http://www.vernoncoleman.com) every week day for new material.

",['http://www.vernoncoleman.com'],"3 weeks, 6 days ago",996,5,12613,648.0,28601,https://api.bitchute.com/video/1b7r0oi1scBG
APGlfzcU4p47,Uh oh. Jennifer Trannyston (Aniston) is not doing a very good job of hiding the pickle!,No Hashtags,24200,0:06,Jim Crenshaw,jim-crenshaw,"He could start a fruit stand with that thing.  
Remember boys, if it has an apple it has a banana (or a pickle!)  
He must be getting turned on by Bruce Willis. He likes old Die Hard so much he Got Hard it would seem!


Somebody should have told her not to let her fruit stand!  
More videos that I tripped and flipped over on the way here:  
Subscribe to my channel here: <https://www.bitchute.com/channel/jim-crenshaw/>  
She slapped him. Bad idea. She got a tough lesson in equal rights.👊💥  
<https://www.bitchute.com/video/qsZUOxtzKmI0/>


There is a downside. Wait for it...😳😳  
<https://www.bitchute.com/video/YtpOjF5VSqoi/>


Uh oh. Jennifer Trannyston (Aniston) is not doing a very good job of hiding the pickle!  
<https://www.bitchute.com/video/APGlfzcU4p47/>


Mad Mexicans burn the Israeli embassy to the ground 3 days before a Jewish president is elected?  
<https://www.bitchute.com/video/y6XquRXSynpU/>


The honorable Dr. Vernon Coleman has an important message for everyone  
<https://www.bitchute.com/video/APuAodvrDeub/>


They always lie to us. This is the real story behind the great wall of China...  
<https://www.bitchute.com/video/6ez8LorHoyjN/>


They sent their beautiful daughter off to college and this is what they got back  
<https://www.bitchute.com/video/bDd19YFWtpjo/>


Stonehenge was built in the 1950's to fake and hide real history.  
<https://www.bitchute.com/video/71uE5KfHYnam/>


People say she is not ""wife material""...they are right. She has slept with more than 150 women.  
<https://www.bitchute.com/video/T7whxYYXGK9l/>


Dem boys is gonna be perfessonull wrasslers. They is gittin ready for the ring right now!  
<https://www.bitchute.com/video/WnbegpqIcxlT/>


37 assassinations later a Jewish woman is selected as president of Mexico. No Bueno  
<https://www.bitchute.com/video/hGyeR6cRWXd4/>


BREAKING: U.S.S. Eisenhower attacked in the Red Sea. On fire. Many casualties. Coverup in process?  
<https://www.bitchute.com/video/Gt02QA1bwsIe/>


Listen to the reason why this porn actress thought it would be OK to make porn movies😆😆  
<https://www.bitchute.com/video/7fWygDtWsyM1/>


Man makes his own invisibility shield and does a pretty good job of it.  
<https://www.bitchute.com/video/dfDGroCXp1fB/>


That is a Tranny. Who just snorted some coke. At the pentagon. Holding a press conference.  
<https://www.bitchute.com/video/2HLr9T4Sm0Kn/>


The black goo is alive. Do your best to keep this out of your body  
<https://www.bitchute.com/video/dYzUyFPYRuZM/>


Here I am in about 10 years...  
<https://www.bitchute.com/video/K0m8DxqTHchT/>


There are retards and there are dumb asses. Sometimes they make a baby...😳😳  
<https://www.bitchute.com/video/rMCw8cVpXazl/>


Take the train they said, it gets there quickly they said, it's cheap they said...😳  
<https://www.bitchute.com/video/NpZpmANt38dD/>


Children sick, homeless and starving in the streets and then we also have this shit  
<https://www.bitchute.com/video/oo3OMNTrRxTv/>


It's all of them. Every damn one of them...  
<https://www.bitchute.com/video/duY8Gz61iNYQ/>


Here are some pictures from the 1912 British Antarctic Expedition  
<https://www.bitchute.com/video/IQMK1H8bskPg/>


The Covid religion broke peoples brains and left us with mindless zombies  
<https://www.bitchute.com/video/yvg6Y13YC4EP/>


Politically Incorrect Commercials (adverts) from a bygone age (Something to offend every woke ass)  
<https://www.bitchute.com/video/n1eHKkip11rm/>


Miley Cyrus blinking sideways? Reptilian? They live was a documentary.💐  
<https://www.bitchute.com/video/U79LTbbo6Td5/>


HAARP sound and radio waves used on water. Turning water into spikes. The affects are horrific  
<https://www.bitchute.com/video/eYuyaLgAklel/>


They hosted an ""asylum seeker"" he wont leave. Says with knife in hand ""It's my home now!""  
<https://www.bitchute.com/video/Cu3eXCWVq7wi/>


Taoist priest and self-proclaimed magic man accidentally cooks himself in a giant wok.  
<https://www.bitchute.com/video/B1QaBuM4AJAH/>


Looks like an Android to me...but I will let you decide🤖  
<https://www.bitchute.com/video/Pe2zHYqoGZCw/>


LMA Off. This dude is an idiot. This may be the funniest thing you see today.😆😆  
<https://www.bitchute.com/video/edCXSm0d7rPZ/>


I would have untold hours of fun with this crazy bitch  
<https://www.bitchute.com/video/F6hw3A9ajTI5/>


""I can fill my own cooling"" ...strong... smart.... resourceful independent woman. Right.  
<https://www.bitchute.com/video/MEenYADyW7iO/>


In Afghanistan there is a tradition whereby young boys are forced into sex slavery  
<https://www.bitchute.com/video/0brDQe7qlJbL/>


Here is why you should have a blue roof on your house (great explanation) 🔭  
<https://www.bitchute.com/video/1t6sV07fBAHy/>


1891 Freemason bible describes how to ""sacrifice a human""  
<https://www.bitchute.com/video/d2AkQWBEluPW/>

","['https://www.bitchute.com/channel/jim-crenshaw/', 'https://www.bitchute.com/video/qsZUOxtzKmI0/', 'https://www.bitchute.com/video/YtpOjF5VSqoi/', 'https://www.bitchute.com/video/APGlfzcU4p47/', 'https://www.bitchute.com/video/y6XquRXSynpU/', 'https://www.bitchute.com/video/APuAodvrDeub/', 'https://www.bitchute.com/video/6ez8LorHoyjN/', 'https://www.bitchute.com/video/bDd19YFWtpjo/', 'https://www.bitchute.com/video/71uE5KfHYnam/', 'https://www.bitchute.com/video/T7whxYYXGK9l/', 'https://www.bitchute.com/video/WnbegpqIcxlT/', 'https://www.bitchute.com/video/hGyeR6cRWXd4/', 'https://www.bitchute.com/video/Gt02QA1bwsIe/', 'https://www.bitchute.com/video/7fWygDtWsyM1/', 'https://www.bitchute.com/video/dfDGroCXp1fB/', 'https://www.bitchute.com/video/2HLr9T4Sm0Kn/', 'https://www.bitchute.com/video/dYzUyFPYRuZM/', 'https://www.bitchute.com/video/K0m8DxqTHchT/', 'https://www.bitchute.com/video/rMCw8cVpXazl/', 'https://www.bitchute.com/video/NpZpmANt38dD/', 'https://www.bitchute.com/video/oo3OMNTrRxTv/', 'https://www.bitchute.com/video/duY8Gz61iNYQ/', 'https://www.bitchute.com/video/IQMK1H8bskPg/', 'https://www.bitchute.com/video/yvg6Y13YC4EP/', 'https://www.bitchute.com/video/n1eHKkip11rm/', 'https://www.bitchute.com/video/U79LTbbo6Td5/', 'https://www.bitchute.com/video/eYuyaLgAklel/', 'https://www.bitchute.com/video/Cu3eXCWVq7wi/', 'https://www.bitchute.com/video/B1QaBuM4AJAH/', 'https://www.bitchute.com/video/Pe2zHYqoGZCw/', 'https://www.bitchute.com/video/edCXSm0d7rPZ/', 'https://www.bitchute.com/video/F6hw3A9ajTI5/', 'https://www.bitchute.com/video/MEenYADyW7iO/', 'https://www.bitchute.com/video/0brDQe7qlJbL/', 'https://www.bitchute.com/video/1t6sV07fBAHy/', 'https://www.bitchute.com/video/d2AkQWBEluPW/']","3 weeks, 4 days ago",0,0,0,600.0,24200,https://api.bitchute.com/video/APGlfzcU4p47
3XKQ9ZQnf4rJ,Extinction Level Event: Last Days Before WW3 And The Great Rainbow Reset,No Hashtags,23600,1:14:16,Dollar_Vigilante,dollar_vigilante,"If you think deepfakes are bad, you ain’t seen nothing yet. Don’t believe your lying eyes, Biden’s never been sharper, Slavedom 2.0 has never been closer, and Orwell’s ‘1984’ has never been more apropos. 


CloudBet Link: [dollarvigilante.com/cloudbet](http://dollarvigilante.com/cloudbet)   
Non Conformist Series: [anarchapulco.com/ncs](http://anarchapulco.com/ncs)   
Limited Time, FREE trial to The Dollar Vigilante Newsletter: <https://dollarvigilante.com/freetrial>  
The Game Changers 3 Day Manifestation MasterClass: <http://dollarvigilante.com/gc>  
Anarchapulco: <https://anarchapulco.com>   
Crypto Vigilante Subscription Contest:  
<https://contest.cryptovigilante.io>   
The Vigilante Insider's Club (VIC) membership | <https://dollarvigilante.com/VIC>  
Get our FREE newsletter | <https://DollarVigilante.com/>  
Subscribe to TDV | <https://dollarvigilante.com/subscribe>  
FREE TDV Public Telegram Group | <https://t.me/TheDollarVigilanteOfficial> (Join the discourse)  
Subscribe to TCV | <https://cryptovigilante.io>  
Become An Affiliate and earn money with TDV | <https://dollarvigilante.com/affiliate>  
Buy My Book, ""The Controlled Demolition of The American Empire"" | <https://dollarvigilante.com/book>


\*\*\*\*\* Follow us on these platforms \*\*\*\*\*


Vigilante.tv | <https://vigilante.tv>  
LBRY | <https://dollarvigilante.com/lbry>   
Odysee | <https://dollarvigilante.com/odysee>  
Bitchute | <https://dollarvigilante.com/bitchute>   
153 News | <https://dollarvigilante.com/153news>   
Brighteon | <https://dollarvigilante.com/brighteon>   
Rumble | <https://dollarvigilante.com/rumble>   
TikTok | <https://www.tiktok.com/@dollarvigilante>  
Beware of scams. All our official channels are listed here | <https://dollarvigilante.com/official/>


\*\*\*\*\* Connect with us on social media \*\*\*\*\*


The Dollar Vigilante Twitter | [twitter.com/DollarVigilante](https://twitter.com/DollarVigilante)  
The Crypto Vigilante Twitter | [twitter.com/VigilanteCrypto](https://twitter.com/VigilanteCrypto)  
Lucy on Twitter | <https://twitter.com/LucyB_Tacos>  
Jeff on Twitter | <https://twitter.com/BerwickJeff>


\*\*\*\*\* Sources for this video \*\*\*\*\*


Game Changers: [dollarvigilante.com/gc](http://dollarvigilante.com/gc)


Non-Conformist Series: [dollarvigilante.com/ncs](http://dollarvigilante.com/ncs)


Intro vid: It’s NATO time, Jack (WunderBoomer): <https://www.youtube.com/watch?v=iAkolDpQNfs>


Hidden History of WW1: <https://www.amazon.com/Hidden-History-Secret-Origins-First/dp/1780576307> 


CloudBet Link: [dollarvigilante.com/cloudbet](http://dollarvigilante.com/cloudbet) 


Oil is Not a Fossil Fuel: <https://www.bitchute.com/video/HJR5GyN52xEG/>  


","['http://dollarvigilante.com/cloudbet', 'http://anarchapulco.com/ncs', 'https://dollarvigilante.com/freetrial', 'http://dollarvigilante.com/gc', 'https://anarchapulco.com', 'https://contest.cryptovigilante.io', 'https://dollarvigilante.com/VIC', 'https://DollarVigilante.com/', 'https://dollarvigilante.com/subscribe', 'https://t.me/TheDollarVigilanteOfficial', 'https://cryptovigilante.io', 'https://dollarvigilante.com/affiliate', 'https://dollarvigilante.com/book', 'https://vigilante.tv', 'https://dollarvigilante.com/lbry', 'https://dollarvigilante.com/odysee', 'https://dollarvigilante.com/bitchute', 'https://dollarvigilante.com/153news', 'https://dollarvigilante.com/brighteon', 'https://dollarvigilante.com/rumble', 'https://www.tiktok.com/@dollarvigilante', 'https://dollarvigilante.com/official/', 'https://twitter.com/DollarVigilante', 'https://twitter.com/VigilanteCrypto', 'https://twitter.com/LucyB_Tacos', 'https://twitter.com/BerwickJeff', 'http://dollarvigilante.com/gc', 'http://dollarvigilante.com/ncs', 'https://www.youtube.com/watch?v=iAkolDpQNfs', 'https://www.amazon.com/Hidden-History-Secret-Origins-First/dp/1780576307', 'http://dollarvigilante.com/cloudbet', 'https://www.bitchute.com/video/HJR5GyN52xEG/']","1 week, 4 days ago",1006,60,60639,264.0,24666,https://api.bitchute.com/video/3XKQ9ZQnf4rJ
ap1vItAWbeaR,They ARE using the PATENTED SUN SIMULATOR!,"#rfb,#civil,#war",20000,16:16,RichieFromBoston,richiefromboston,"IF YOU REALLY WANT ME TO BUILD YOU A ONE OFF VEHICLE AND HAVE IT TO YOUR  
DOOR IN LESS THAN 90 DAYS [RJCJR10@YAHOO.COM](mailto:RJCJR10@YAHOO.COM) Im only doing one build.  
two if time allows.  
Support my first ""movie"" or dont <https://www.youtube.com/watch?v=18aAk_shKj0&t=1207s>  
RFB on PATREON <https://www.patreon.com/RichieFromBoston>  
ALL RFB VIDEOS <https://altcensored.com/channel/UCuNfok7ozooi0LZgp6JJS4A>  
GET FOOD <https://www.mypatriotsupply.com/pages/richie-from-boston-1>  
REAL GOLD NOT FIAT PAPER OR 1S AND 0S [www.Richielikesgold.com](http://www.Richielikesgold.com)  
EVERY SURVIVAL ITEM I OWNED AND TESTED FOR REAL <https://www.amazon.com/shop/jailbreakoverlander>  
SURVIVAL PLAYLIST <https://www.youtube.com/watch?v=4_MNePnS50c&list=PL0n_SOOzeLw3X2M4mZaGfk8brjRi1ngBV>

","['mailto:RJCJR10@YAHOO.COM', 'https://www.youtube.com/watch?v=18aAk_shKj0&t=1207s', 'https://www.patreon.com/RichieFromBoston', 'https://altcensored.com/channel/UCuNfok7ozooi0LZgp6JJS4A', 'https://www.mypatriotsupply.com/pages/richie-from-boston-1', 'http://www.Richielikesgold.com', 'https://www.amazon.com/shop/jailbreakoverlander', 'https://www.youtube.com/watch?v=4_MNePnS50c&list=PL0n_SOOzeLw3X2M4mZaGfk8brjRi1ngBV']","3 weeks, 3 days ago",1018,70,56262,576.0,21088,https://api.bitchute.com/video/ap1vItAWbeaR
156D3rsR5xPk,TALMUDIC JEWS & THE 16 YEAR PLAN TO DESTROY AMERICA -- Seth Holehouse,"#sgtreport,#israel,#treason",19600,49:10,SGT Report,sgt-report,"Protect Your Retirement W/ a Gold and/or Silver IRA:  
<https://www.sgtreportgold.com/>  
or CALL( 877) 646-5347 - Noble Gold is Who I Trust  
----------  
Get HEALTHY with the FREE video report from Chuck Norris here:  
<https://chuckdefense.com/sgt>


Seth Holehouse is correct, the soul of America is under attack! And that attack is at the hands of the Rothschild-Rockefeller international criminal bankers, Talmudic Jews and the DemonRats and RINOS which have been bought outright with Rothschild fiat blood money. We are running out of time to save our nation from the Bolshevik revolution 2.0 - this is the TRUTH about what America is facing.


Seth's site:  
<https://maninamerica.com/>

","['https://www.sgtreportgold.com/', 'https://chuckdefense.com/sgt', 'https://maninamerica.com/']",4 weeks ago,729,75,132743,672.0,20404,https://api.bitchute.com/video/156D3rsR5xPk
79GoAKfGtVmu,AN UPDATE FROM TOMMY - JULY 27TH - BE THERE!!!,"#tommy,#robinson,#urban",19400,5:17,Tommy Robinson,tommyrobinson,"Support our work here - <https://www.urbanscoop.news/support-us/>

",['https://www.urbanscoop.news/support-us/'],"2 weeks, 6 days ago",259,47,29437,480.0,19706,https://api.bitchute.com/video/79GoAKfGtVmu
